std,mean,min,max,median,group
62.488282540680686,152.83155822753906,3,-7,-7,Non-COVID
55.66325221372086,154.3697509765625,0,-15,-15,Non-COVID
54.72484475474427,156.85671997070312,0,-15,-15,Non-COVID
56.34187861749274,110.82798767089844,0,-1,-1,Non-COVID
36.38813230887069,51.240264892578125,0,-1,-1,Non-COVID
41.234909154820734,164.1858673095703,3,-3,-3,Non-COVID
70.80869267760646,107.67835998535156,0,-5,-5,Non-COVID
43.813509307684036,178.7108612060547,0,-25,-25,Non-COVID
54.95053986029493,121.162841796875,0,-19,-19,Non-COVID
62.07851234079835,111.28912353515625,0,-1,-1,Non-COVID
52.1821926023618,152.71827697753906,0,-23,-23,Non-COVID
64.554953880173,114.58287048339844,0,-1,-1,Non-COVID
59.65214270866267,118.33322143554688,0,-5,-5,Non-COVID
44.806881625294864,162.71890258789062,0,-20,-20,Non-COVID
53.74887840152004,161.87069702148438,1,-9,-9,Non-COVID
67.90537225522421,115.05746459960938,0,-2,-2,Non-COVID
50.87046864080183,97.4912109375,0,-15,-15,Non-COVID
66.75872242233595,154.25624084472656,0,-6,-6,Non-COVID
41.113053564493974,89.72117614746094,0,-28,-28,Non-COVID
77.12579557025587,116.59660339355469,0,-7,-7,Non-COVID
78.85577592612833,115.80378723144531,0,-9,-9,Non-COVID
61.07978767500752,86.45426940917969,0,-13,-13,Non-COVID
67.12443716771234,135.14007568359375,0,-6,-6,Non-COVID
65.41203702419358,119.6915283203125,0,-1,-1,Non-COVID
58.2477682464987,119.01234436035156,0,-45,-45,Non-COVID
63.433679719226895,151.8731689453125,0,-2,-2,Non-COVID
70.65274308131126,137.16773986816406,0,-1,-1,Non-COVID
56.73440964268173,116.07855224609375,0,-16,-16,Non-COVID
43.697321532666415,126.37213134765625,0,-1,-1,Non-COVID
62.61256570991441,141.69403076171875,0,-9,-9,Non-COVID
51.49368846075526,118.91339111328125,0,-27,-27,Non-COVID
80.01536941792305,109.94056701660156,0,-12,-12,Non-COVID
61.70951453104907,106.76045227050781,0,-1,-1,Non-COVID
79.2933091693028,115.45668029785156,0,-8,-8,Non-COVID
52.3123669326015,118.93128967285156,0,-17,-17,Non-COVID
48.59858069189499,116.506103515625,0,-1,-1,Non-COVID
71.64890035590099,153.97552490234375,0,-9,-9,Non-COVID
55.373188215988,107.97563171386719,0,-29,-29,Non-COVID
68.10030493346827,137.38792419433594,0,-10,-10,Non-COVID
70.49419127029691,134.8671417236328,0,-1,-1,Non-COVID
68.75870039858624,120.50033569335938,0,-1,-1,Non-COVID
52.30472462587271,170.51068115234375,1,-10,-10,Non-COVID
63.31522026117838,146.21163940429688,0,-10,-10,Non-COVID
69.1960893199112,128.7460174560547,0,-1,-1,Non-COVID
66.42479255085263,165.1461639404297,0,-6,-6,Non-COVID
70.1346914523094,115.63540649414062,0,-10,-10,Non-COVID
55.06073238372396,112.58146667480469,0,-38,-38,Non-COVID
54.78605954941692,103.54069519042969,0,-22,-22,Non-COVID
49.94751121117447,94.39048767089844,0,-2,-2,Non-COVID
37.13740909540052,105.23504638671875,0,-58,-58,Non-COVID
70.40617836363974,108.59921264648438,0,-1,-1,Non-COVID
47.3992430170275,117.80841064453125,4,-46,-46,Non-COVID
43.92080941700674,95.285888671875,0,-1,-1,Non-COVID
62.32018619743546,107.76596069335938,0,-5,-5,Non-COVID
73.23761202723355,90.55429077148438,0,-3,-3,Non-COVID
69.4248197572036,129.3523712158203,0,-6,-6,Non-COVID
59.98266625348365,108.03836059570312,0,-1,-1,Non-COVID
87.43297259812523,68.76744079589844,0,-12,-12,Non-COVID
72.35980070514547,114.09123229980469,0,-11,-11,Non-COVID
53.247332044620194,155.46856689453125,0,-14,-14,Non-COVID
55.8540611324156,141.37921142578125,0,-14,-14,Non-COVID
75.35277763996642,98.108154296875,0,-8,-8,Non-COVID
65.99359822788958,132.10353088378906,0,-15,-15,Non-COVID
51.211901884703934,114.89921569824219,0,-1,-1,Non-COVID
78.65027883794347,124.88929748535156,0,-1,-1,Non-COVID
48.78687380717527,149.49034118652344,1,-4,-4,Non-COVID
43.48202654448211,128.1388702392578,0,-55,-55,Non-COVID
43.84751127656354,98.32740783691406,0,-1,-1,Non-COVID
39.78027506278482,121.10821533203125,0,-34,-34,Non-COVID
52.413477231180345,115.87428283691406,0,-42,-42,Non-COVID
57.05834797293545,171.35748291015625,0,-5,-5,Non-COVID
65.73698416095134,158.4689483642578,0,-10,-10,Non-COVID
46.25650936734191,113.33267211914062,0,-52,-52,Non-COVID
50.14371609394607,110.32225036621094,0,-52,-52,Non-COVID
70.13914438610031,99.25227355957031,0,-1,-1,Non-COVID
56.3182640279188,145.71493530273438,0,-1,-1,Non-COVID
71.02224536372547,134.5878448486328,0,-1,-1,Non-COVID
66.56748687824252,86.72972106933594,0,-3,-3,Non-COVID
47.994770991472194,125.225830078125,0,-52,-52,Non-COVID
58.25172641823349,127.53678894042969,0,-23,-23,Non-COVID
71.60659816909015,134.258544921875,0,-7,-7,Non-COVID
55.256511284000595,158.0274200439453,2,-9,-9,Non-COVID
66.07863169881267,145.86721801757812,0,-4,-4,Non-COVID
69.48996311002143,125.08963012695312,0,-5,-5,Non-COVID
72.85182960003469,111.57508850097656,0,-15,-15,Non-COVID
78.8067663450967,120.03453063964844,0,-5,-5,Non-COVID
58.49404802207865,107.75187683105469,0,-1,-1,Non-COVID
56.64894076921477,110.47749328613281,0,-38,-38,Non-COVID
66.82879288506109,134.60333251953125,0,-5,-5,Non-COVID
45.27644991193736,103.62300109863281,0,-6,-6,Non-COVID
46.355649441394675,111.08082580566406,0,-33,-33,Non-COVID
44.79041153442982,117.482421875,0,-28,-28,Non-COVID
38.4225229623713,103.84385681152344,7,-32,-32,Non-COVID
68.79258928347915,130.73960876464844,0,-11,-11,Non-COVID
62.985764009048644,111.16741943359375,0,-6,-6,Non-COVID
71.94295402396706,128.6554718017578,0,-5,-5,Non-COVID
72.97734017735317,110.96818542480469,0,-9,-9,Non-COVID
52.03434895703056,120.70555114746094,0,-16,-16,Non-COVID
55.90199903728802,77.8416748046875,0,-1,-1,Non-COVID
43.769562219527835,157.3268280029297,0,-1,-1,Non-COVID
52.71661008410247,116.92677307128906,0,-1,-1,Non-COVID
70.86266236664908,131.31179809570312,0,-8,-8,Non-COVID
74.04951976365876,126.14863586425781,0,-7,-7,Non-COVID
63.35888246285539,127.99287414550781,0,-1,-1,Non-COVID
48.65871019481373,120.65357971191406,0,-14,-14,Non-COVID
65.5140914204697,112.29713439941406,0,-6,-6,Non-COVID
34.06229344268988,175.79641723632812,23,-9,-9,Non-COVID
65.56929827897936,113.74700927734375,0,-6,-6,Non-COVID
65.28292599852468,118.61260986328125,0,-1,-1,Non-COVID
33.734047244251144,107.77552795410156,0,-46,-46,Non-COVID
57.87878580493221,98.66090393066406,0,-2,-2,Non-COVID
64.7053279360563,155.96231079101562,0,-11,-11,Non-COVID
69.85211340569316,102.70736694335938,0,-35,-35,Non-COVID
38.99737321869832,104.79421997070312,0,-95,-95,Non-COVID
64.15359717113604,122.254638671875,0,-1,-1,Non-COVID
47.265131676361435,114.541748046875,0,-12,-12,Non-COVID
61.723658180018475,134.3237762451172,0,-10,-10,Non-COVID
51.536704774074266,115.868408203125,0,-19,-19,Non-COVID
66.9874949626207,128.13479614257812,0,-1,-1,Non-COVID
39.6626187125712,49.35992431640625,0,-1,-1,Non-COVID
52.05764853055953,106.86761474609375,0,-59,-59,Non-COVID
73.2562110877218,152.03042602539062,0,-10,-10,Non-COVID
61.14007213236902,108.65763854980469,0,-1,-1,Non-COVID
56.19739234795712,114.89633178710938,0,-5,-5,Non-COVID
57.14309945911409,132.66392517089844,1,-1,-1,Non-COVID
55.84943773400362,144.17816162109375,0,-4,-4,Non-COVID
58.75857357674694,125.00997924804688,0,-14,-14,Non-COVID
56.42604542452652,97.06700134277344,0,-1,-1,Non-COVID
64.69838751687496,106.3756103515625,0,-4,-4,Non-COVID
42.24588621042419,161.93858337402344,0,-19,-19,Non-COVID
55.75812142501344,106.76780700683594,0,-1,-1,Non-COVID
75.01260667485552,94.96710205078125,0,-1,-1,Non-COVID
68.48897727706624,132.5572509765625,0,-5,-5,Non-COVID
50.288367254484946,166.2542266845703,0,-3,-3,Non-COVID
64.48056773723201,138.99752807617188,0,-1,-1,Non-COVID
61.06182604625723,116.96826171875,0,-27,-27,Non-COVID
95.25765196678202,94.01480102539062,0,-1,-1,Non-COVID
51.431270376606044,155.94606018066406,27,-11,-11,Non-COVID
71.21221059616003,144.9568328857422,0,-5,-5,Non-COVID
47.98158826074562,174.70913696289062,3,-2,-2,Non-COVID
63.227831700728814,156.1928253173828,3,-10,-10,Non-COVID
59.927966789901596,183.6505889892578,1,-2,-2,Non-COVID
55.41022213621453,127.76234436035156,0,-2,-2,Non-COVID
51.29947333496552,167.48934936523438,2,-8,-8,Non-COVID
61.900068710047854,146.93853759765625,0,-8,-8,Non-COVID
55.52566978770593,133.0008544921875,0,-1,-1,Non-COVID
74.75646611924246,104.51773071289062,0,-2,-2,Non-COVID
56.337718080197554,109.75662231445312,0,-20,-20,Non-COVID
68.33134517957222,113.64350891113281,0,-10,-10,Non-COVID
74.15501444733465,121.58168029785156,0,-8,-8,Non-COVID
63.252751635114535,116.65788269042969,0,-16,-16,Non-COVID
66.90899474705047,120.06552124023438,0,-1,-1,Non-COVID
51.467208765344715,108.36238098144531,0,-10,-10,Non-COVID
64.07286719428771,140.71578979492188,0,-5,-5,Non-COVID
37.89327328009928,106.75926208496094,0,-61,-61,Non-COVID
63.10089600256513,141.0132293701172,0,-9,-9,Non-COVID
45.82623559308308,124.41032409667969,0,-61,-61,Non-COVID
70.87168481340767,129.55247497558594,0,-7,-7,Non-COVID
51.61051967885405,178.65530395507812,9,-5,-5,Non-COVID
61.70291582560269,115.20149230957031,0,-1,-1,Non-COVID
54.18747481630128,122.26095581054688,0,-28,-28,Non-COVID
62.410502041501374,114.29093933105469,0,-10,-10,Non-COVID
69.44850731710184,109.10697937011719,0,-9,-9,Non-COVID
64.19306612924004,117.99876403808594,0,-8,-8,Non-COVID
61.8762102759469,149.38893127441406,0,-7,-7,Non-COVID
67.1315290728333,120.71241760253906,0,-7,-7,Non-COVID
64.27851917334544,116.64595031738281,0,-24,-24,Non-COVID
51.90168956356798,149.0303497314453,0,-35,-35,Non-COVID
62.684683517158,93.11537170410156,0,-4,-4,Non-COVID
41.501061986021185,100.62701416015625,4,-74,-74,Non-COVID
51.951561554599856,173.63121032714844,0,-4,-4,Non-COVID
71.68954918514035,135.1011199951172,0,-10,-10,Non-COVID
59.005759629092694,104.06573486328125,0,-52,-52,Non-COVID
53.31837126038187,134.6444091796875,0,-18,-18,Non-COVID
52.127057561038946,114.40672302246094,0,-1,-1,Non-COVID
40.7993037478071,135.74143981933594,0,-15,-15,Non-COVID
37.1236828223279,158.2227020263672,20,-5,-5,Non-COVID
37.373786381184395,105.15992736816406,0,-65,-65,Non-COVID
48.76895777136143,112.94261169433594,0,-42,-42,Non-COVID
48.41218055957475,159.3275909423828,0,-11,-11,Non-COVID
56.73125439726109,140.9462890625,0,-8,-8,Non-COVID
62.60853119307362,99.10807800292969,0,-1,-1,Non-COVID
54.77430505213904,161.2002716064453,0,-9,-9,Non-COVID
61.79222812470202,106.26564025878906,0,-9,-9,Non-COVID
59.345967893885124,108.86039733886719,0,-21,-21,Non-COVID
59.61868386301993,173.07350158691406,0,-3,-3,Non-COVID
61.82734616706467,128.91717529296875,0,-3,-3,Non-COVID
72.32985672765922,143.6177520751953,0,-8,-8,Non-COVID
52.899468192506,120.29316711425781,0,-1,-1,Non-COVID
77.13021100399422,113.61538696289062,0,-1,-1,Non-COVID
69.32488144787119,152.89263916015625,0,-1,-1,Non-COVID
61.766726352712254,124.37962341308594,0,-9,-9,Non-COVID
67.41735777537009,133.3365936279297,0,-8,-8,Non-COVID
76.61279857539054,110.96780395507812,0,-6,-6,Non-COVID
74.73388557857628,130.3425750732422,0,-6,-6,Non-COVID
51.21364039848596,117.33918762207031,0,-1,-1,Non-COVID
53.4115719284999,139.23094177246094,1,-5,-5,Non-COVID
68.51611421713649,119.11598205566406,0,-3,-3,Non-COVID
71.79365095650402,122.29954528808594,0,-3,-3,Non-COVID
58.851852247110294,146.38958740234375,0,-4,-4,Non-COVID
74.59269531509177,148.42611694335938,0,-2,-2,Non-COVID
70.92966084742258,104.11691284179688,0,-1,-1,Non-COVID
72.33131770578099,103.4544677734375,0,-8,-8,Non-COVID
38.755537159679974,115.702392578125,0,-33,-33,Non-COVID
62.74921994618957,133.63302612304688,0,-1,-1,Non-COVID
69.74426593545991,154.66656494140625,1,-8,-8,Non-COVID
46.57972285019118,175.35296630859375,0,-17,-17,Non-COVID
58.15973349082489,156.49063110351562,0,-9,-9,Non-COVID
44.46889107163219,155.6517791748047,0,-25,-25,Non-COVID
55.92162307132496,151.77578735351562,0,-1,-1,Non-COVID
59.16900229975834,109.64923095703125,0,-1,-1,Non-COVID
78.80025160477842,101.79521179199219,0,-7,-7,Non-COVID
63.91440735523701,110.88438415527344,1,-1,-1,Non-COVID
77.47306412719053,129.0017547607422,0,-5,-5,Non-COVID
58.55897586038385,111.45475769042969,0,-6,-6,Non-COVID
63.013389831338074,100.98812866210938,0,-16,-16,Non-COVID
49.09356618688944,120.56161499023438,0,-18,-18,Non-COVID
73.46524518009763,110.71221923828125,0,-5,-5,Non-COVID
62.54534881551384,132.3023681640625,0,-6,-6,Non-COVID
52.475663939109495,124.84698486328125,0,-1,-1,Non-COVID
64.03228355211095,146.92864990234375,2,-5,-5,Non-COVID
57.54867602278383,99.92849731445312,0,-1,-1,Non-COVID
50.122547489761885,113.70855712890625,0,-31,-31,Non-COVID
65.70706000860761,120.66789245605469,0,-1,-1,Non-COVID
51.2899580489368,103.84115600585938,0,-24,-24,Non-COVID
51.99075471843933,130.12913513183594,0,-7,-7,Non-COVID
68.00689653133628,120.607177734375,0,-9,-9,Non-COVID
68.81831060834516,129.65426635742188,0,-2,-2,Non-COVID
70.48515538145453,120.20060729980469,0,-1,-1,Non-COVID
52.977061344059784,116.55386352539062,0,-1,-1,Non-COVID
55.39822686745804,174.53111267089844,0,-3,-3,Non-COVID
62.34414353303041,97.76597595214844,0,-1,-1,Non-COVID
59.108529238576864,169.80010986328125,4,-6,-6,Non-COVID
54.930767062872704,142.9792022705078,0,-16,-16,Non-COVID
66.52371997475781,118.77407836914062,0,-1,-1,Non-COVID
42.72456128173029,101.76936340332031,0,-2,-2,Non-COVID
72.66910585510607,107.98472595214844,0,-7,-7,Non-COVID
43.30860574803109,168.28073120117188,0,-1,-1,Non-COVID
67.7611880819851,116.43345642089844,0,-7,-7,Non-COVID
52.050204114360184,131.8146514892578,0,-1,-1,Non-COVID
52.33970767914737,145.8834991455078,2,-2,-2,Non-COVID
75.2434169695732,115.21415710449219,0,-6,-6,Non-COVID
47.43542057735315,118.44601440429688,0,-1,-1,Non-COVID
69.5462153528973,144.17913818359375,0,-5,-5,Non-COVID
70.00446599586095,127.20765686035156,0,-5,-5,Non-COVID
62.86002737054636,172.0926055908203,1,-2,-2,Non-COVID
69.56150798497634,129.87391662597656,0,-1,-1,Non-COVID
72.72644771249182,120.15887451171875,0,-7,-7,Non-COVID
61.60373799846192,166.13905334472656,0,-6,-6,Non-COVID
69.35362765968421,112.93577575683594,0,-6,-6,Non-COVID
39.85413515312047,143.5508575439453,1,-25,-25,Non-COVID
68.53897590976979,119.00663757324219,0,-17,-17,Non-COVID
55.933918633407615,166.95391845703125,0,-10,-10,Non-COVID
40.82889219967972,135.79611206054688,0,-53,-53,Non-COVID
59.80588417272895,164.94496154785156,0,-9,-9,Non-COVID
74.66452578168423,113.09019470214844,0,-6,-6,Non-COVID
60.417773078827324,165.42686462402344,0,-9,-9,Non-COVID
49.42640229541549,169.07156372070312,0,-10,-10,Non-COVID
43.345545205862635,116.55987548828125,0,-27,-27,Non-COVID
68.28313937322247,123.85476684570312,0,-5,-5,Non-COVID
65.29293424551638,130.78732299804688,0,-8,-8,Non-COVID
57.185275979250385,114.88253784179688,0,-28,-28,Non-COVID
74.18882426348847,85.32078552246094,0,-1,-1,Non-COVID
48.22501667177691,151.91004943847656,0,-1,-1,Non-COVID
62.722629037750956,127.26217651367188,0,-22,-22,Non-COVID
62.411015652015855,135.20750427246094,0,-10,-10,Non-COVID
45.08448611917318,103.12013244628906,0,-19,-19,Non-COVID
61.25359470899715,130.67417907714844,0,-9,-9,Non-COVID
64.06180572246949,118.18585205078125,0,-2,-2,Non-COVID
46.873667585606434,163.1527557373047,0,-11,-11,Non-COVID
48.07660226499218,110.11473083496094,0,-1,-1,Non-COVID
51.49003955665442,134.6064453125,0,-1,-1,Non-COVID
58.497089710750366,118.43525695800781,0,-6,-6,Non-COVID
47.88420636325268,105.08023071289062,0,-1,-1,Non-COVID
59.16211115305861,132.4702606201172,0,-1,-1,Non-COVID
69.22881199522497,125.46366882324219,0,-11,-11,Non-COVID
50.8916197952754,118.564697265625,0,-51,-51,Non-COVID
69.46034842946378,107.78707885742188,0,-4,-4,Non-COVID
66.32412066743738,123.37748718261719,0,-10,-10,Non-COVID
59.43907441581285,126.06361389160156,0,-6,-6,Non-COVID
68.03773396852466,131.46177673339844,0,-8,-8,Non-COVID
65.8993333944937,114.12680053710938,0,-1,-1,Non-COVID
46.82417670353855,147.89344787597656,3,-8,-8,Non-COVID
52.622984828012626,174.48553466796875,4,-10,-10,Non-COVID
48.66359273292291,144.4169158935547,0,-1,-1,Non-COVID
62.192621817947185,106.18705749511719,0,-1,-1,Non-COVID
70.23498828617394,116.51248168945312,0,-10,-10,Non-COVID
43.29131149185887,93.62663269042969,3,-1,-1,Non-COVID
52.9412868166614,109.66488647460938,0,-1,-1,Non-COVID
54.92759025998242,128.07647705078125,0,-1,-1,Non-COVID
57.010394771114335,155.53993225097656,0,-10,-10,Non-COVID
52.46000734357946,138.29884338378906,0,-22,-22,Non-COVID
53.429143695506646,168.45339965820312,0,-10,-10,Non-COVID
77.7994656842523,115.20045471191406,0,-5,-5,Non-COVID
54.84108662950956,108.50413513183594,0,-1,-1,Non-COVID
70.88626094702336,127.70426940917969,0,-1,-1,Non-COVID
51.71129192518267,119.13703918457031,0,-38,-38,Non-COVID
59.66252214564952,103.61387634277344,0,-23,-23,Non-COVID
68.61279008287882,83.46870422363281,0,-17,-17,Non-COVID
66.67807573593635,129.5834503173828,0,-23,-23,Non-COVID
63.33991674488266,160.41256713867188,0,-10,-10,Non-COVID
56.405803090410664,170.6099395751953,3,-1,-1,Non-COVID
69.17053630458312,156.74070739746094,9,-1,-1,Non-COVID
51.3713705364188,116.7864990234375,0,-1,-1,Non-COVID
50.33825892516762,158.77993774414062,0,-23,-23,Non-COVID
57.68689287783412,167.06033325195312,0,-4,-4,Non-COVID
62.26399103875025,147.38658142089844,0,-1,-1,Non-COVID
51.07852238608294,137.5365447998047,0,-9,-9,Non-COVID
38.4012811543901,114.36093139648438,0,-56,-56,Non-COVID
65.5369776139891,131.88858032226562,0,-1,-1,Non-COVID
63.307245363544375,111.27432250976562,0,-2,-2,Non-COVID
77.5228158858993,126.4593505859375,0,-2,-2,Non-COVID
42.708563118200836,118.33271789550781,0,-1,-1,Non-COVID
63.96498838146071,91.21421813964844,0,-1,-1,Non-COVID
65.70536956898658,124.80960083007812,0,-15,-15,Non-COVID
60.75882439480531,100.61558532714844,0,-29,-29,Non-COVID
49.69974691677081,110.72105407714844,0,-32,-32,Non-COVID
72.69677860009834,114.86636352539062,0,-5,-5,Non-COVID
61.99958090050892,109.53355407714844,0,-1,-1,Non-COVID
44.71070808995516,154.38409423828125,3,-3,-3,Non-COVID
65.38668836678431,110.27528381347656,0,-1,-1,Non-COVID
40.2846353558679,113.22775268554688,0,-1,-1,Non-COVID
60.988391175416794,172.25938415527344,1,-5,-5,Non-COVID
60.84971134101946,146.0936279296875,0,-10,-10,Non-COVID
72.31877407818565,105.98094177246094,0,-10,-10,Non-COVID
68.19592898095979,106.7705078125,0,-7,-7,Non-COVID
51.8057704953495,112.11798095703125,0,-1,-1,Non-COVID
59.16782494489762,104.14279174804688,0,-1,-1,Non-COVID
50.48479279338305,145.3909454345703,0,-7,-7,Non-COVID
66.19896945148243,133.78550720214844,0,-2,-2,Non-COVID
30.15601884573895,110.25637817382812,0,-82,-82,Non-COVID
73.75063159111998,138.28375244140625,0,-8,-8,Non-COVID
59.05650223679533,130.0270538330078,0,-10,-10,Non-COVID
52.59244781310241,120.85533142089844,0,-13,-13,Non-COVID
64.69978948914246,157.20176696777344,0,-9,-9,Non-COVID
60.78174756978286,131.04331970214844,0,-10,-10,Non-COVID
70.5830335782876,96.431884765625,0,-9,-9,Non-COVID
68.46753059611483,121.58389282226562,0,-9,-9,Non-COVID
49.24313036075397,97.49734497070312,0,-34,-34,Non-COVID
64.22232670720041,101.32861328125,0,-11,-11,Non-COVID
52.37028547348119,121.23284912109375,0,-47,-47,Non-COVID
40.4525323704005,104.31289672851562,0,-66,-66,Non-COVID
54.675064440377604,171.7473602294922,0,-10,-10,Non-COVID
67.90865571138428,111.88027954101562,0,-6,-6,Non-COVID
53.17166904804687,147.17709350585938,4,-1,-1,Non-COVID
55.04200622743716,119.60847473144531,0,-28,-28,Non-COVID
61.35143728834258,134.59686279296875,0,-8,-8,Non-COVID
52.512687398126985,106.18246459960938,0,-33,-33,Non-COVID
58.84760660718735,121.31405639648438,0,-9,-9,Non-COVID
48.18142120365324,177.3314666748047,0,-10,-10,Non-COVID
50.813027885574435,107.92303466796875,0,-14,-14,Non-COVID
69.21793599037585,134.1319580078125,0,-7,-7,Non-COVID
43.20803410753941,156.1588897705078,0,-27,-27,Non-COVID
75.34906346877239,118.177001953125,0,-8,-8,Non-COVID
73.13674653699694,130.238525390625,0,-7,-7,Non-COVID
46.240192978665696,159.29136657714844,2,-2,-2,Non-COVID
43.319903363702785,116.657470703125,0,-32,-32,Non-COVID
75.74864152733757,110.24661254882812,0,-3,-3,Non-COVID
82.07750175648457,134.66110229492188,0,-1,-1,Non-COVID
36.91966467383436,48.969146728515625,0,-1,-1,Non-COVID
52.753318980052015,124.13169860839844,0,-49,-49,Non-COVID
47.55530800177803,113.22744750976562,0,-59,-59,Non-COVID
44.734827780655614,121.3487548828125,0,-53,-53,Non-COVID
70.03635360006163,133.7458038330078,0,-8,-8,Non-COVID
69.87156981007288,149.65997314453125,0,-1,-1,Non-COVID
66.60581984504887,131.81854248046875,0,-6,-6,Non-COVID
49.48674842751203,163.57569885253906,0,-9,-9,Non-COVID
74.04670541773041,95.24337768554688,0,-1,-1,Non-COVID
74.49135849265865,118.833984375,0,-4,-4,Non-COVID
53.86731272538355,115.850341796875,0,-28,-28,Non-COVID
70.47354236147794,107.27676391601562,0,-1,-1,Non-COVID
48.92346313808821,122.73812866210938,0,-44,-44,Non-COVID
62.948068075686486,142.2527313232422,0,-5,-5,Non-COVID
66.79447913014063,123.60125732421875,0,-1,-1,Non-COVID
44.51388486735111,169.75558471679688,0,-8,-8,Non-COVID
56.44954987879491,148.80859375,0,-8,-8,Non-COVID
65.13864789619586,132.6617431640625,0,-1,-1,Non-COVID
46.75902940309681,106.80166625976562,0,-1,-1,Non-COVID
47.35470962262091,175.430908203125,4,-11,-11,Non-COVID
57.193330366167395,146.65562438964844,0,-3,-3,Non-COVID
76.63723740858241,150.29856872558594,0,-2,-2,Non-COVID
69.70423044444112,113.62330627441406,0,-7,-7,Non-COVID
65.1091466748676,128.12564086914062,0,-1,-1,Non-COVID
67.89087546814427,104.46894836425781,1,-3,-3,Non-COVID
56.051236352713154,118.63255310058594,0,-35,-35,Non-COVID
62.511793208494694,121.22810363769531,0,-3,-3,Non-COVID
67.27767387953229,158.7164306640625,0,-8,-8,Non-COVID
73.49312598029636,141.35841369628906,0,-6,-6,Non-COVID
66.75212646334676,123.76731872558594,0,-9,-9,Non-COVID
59.209437826618185,179.3596649169922,1,-1,-1,Non-COVID
60.44657455775898,129.4435272216797,0,-1,-1,Non-COVID
58.67082587467982,138.53704833984375,2,-11,-11,Non-COVID
57.79894156521077,188.05718994140625,0,-1,-1,Non-COVID
67.53738817077827,118.5958251953125,0,-12,-12,Non-COVID
59.62700279438944,138.2919921875,0,-9,-9,Non-COVID
45.37793824811256,122.24943542480469,0,-1,-1,Non-COVID
52.24804568748812,120.40658569335938,0,-35,-35,Non-COVID
58.292481319604136,109.60890197753906,0,-34,-34,Non-COVID
71.46724474897992,150.49398803710938,0,-3,-3,Non-COVID
54.51196313574827,138.07461547851562,0,-1,-1,Non-COVID
68.23501704536758,113.46098327636719,0,-3,-3,Non-COVID
55.28349589187729,149.4862823486328,0,-10,-10,Non-COVID
44.35332710906881,102.87823486328125,0,-11,-11,Non-COVID
47.13505676887756,167.1160125732422,0,-10,-10,Non-COVID
68.52734394924899,113.48200988769531,0,-16,-16,Non-COVID
57.96237177963175,121.2236328125,0,-48,-48,Non-COVID
61.782472491392916,164.4115753173828,1,-4,-4,Non-COVID
56.34848034689938,167.00277709960938,3,-11,-11,Non-COVID
69.55200604599905,98.07528686523438,0,-8,-8,Non-COVID
67.77956296324085,154.38829040527344,0,-6,-6,Non-COVID
55.75592117754928,145.71043395996094,0,-1,-1,Non-COVID
52.78283820094065,95.96368408203125,0,-1,-1,Non-COVID
67.9368708455983,120.67953491210938,0,-1,-1,Non-COVID
51.00981207907301,161.081298828125,0,-24,-24,Non-COVID
37.68724211873246,172.93511962890625,2,-9,-9,Non-COVID
71.54777310995873,143.62655639648438,0,-16,-16,Non-COVID
55.80493236865295,139.01290893554688,0,-6,-6,Non-COVID
58.61442236298792,174.16342163085938,0,-6,-6,Non-COVID
53.97187613379312,120.53488159179688,0,-15,-15,Non-COVID
48.361899300442154,189.37652587890625,3,-13,-13,Non-COVID
73.91739770776759,118.35137939453125,0,-8,-8,Non-COVID
63.326960517715236,143.20628356933594,0,-1,-1,Non-COVID
65.77397675047463,118.16499328613281,0,-17,-17,Non-COVID
74.31194809243776,121.82536315917969,0,-6,-6,Non-COVID
47.674126043189396,167.9112548828125,0,-5,-5,Non-COVID
63.73623711792663,104.49935913085938,0,-46,-46,Non-COVID
69.41670071960327,93.40670776367188,0,-40,-40,Non-COVID
70.537494071975,116.51875305175781,0,-6,-6,Non-COVID
54.094982625520345,127.55216979980469,2,-4,-4,Non-COVID
66.90287793676825,157.6948699951172,2,-12,-12,Non-COVID
73.30203713139854,130.4468994140625,0,-5,-5,Non-COVID
57.99921284081036,167.12991333007812,0,-8,-8,Non-COVID
67.00571166767692,127.65977478027344,0,-14,-14,Non-COVID
44.7191332846303,137.3922119140625,0,-37,-37,Non-COVID
45.05073229155387,98.86405944824219,0,-1,-1,Non-COVID
59.92202531795216,98.53300476074219,0,-11,-11,Non-COVID
48.957280500856946,117.5301513671875,0,-1,-1,Non-COVID
53.440961547203266,115.97380065917969,0,-33,-33,Non-COVID
65.5474939752365,118.36111450195312,0,-1,-1,Non-COVID
41.88824210322148,129.62086486816406,0,-49,-49,Non-COVID
66.82577854358595,141.1757354736328,0,-15,-15,Non-COVID
44.113999665008535,102.5635986328125,0,-1,-1,Non-COVID
41.39188998103753,114.98953247070312,0,-53,-53,Non-COVID
65.33857415452697,153.19024658203125,7,-7,-7,Non-COVID
65.33101802038618,112.54512023925781,0,-3,-3,Non-COVID
69.91290686297948,123.30903625488281,0,-16,-16,Non-COVID
49.140594083428226,134.47047424316406,0,-5,-5,Non-COVID
55.08670578546997,144.98983764648438,0,-9,-9,Non-COVID
40.37256609107546,170.8955535888672,1,-11,-11,Non-COVID
73.74366769316295,107.87306213378906,0,-15,-15,Non-COVID
79.48574167449122,84.85111999511719,0,-1,-1,Non-COVID
52.407225145911994,124.76214599609375,1,-8,-8,Non-COVID
